,assay,index,InChICode_standardised,predicted_value_fp,final_value_fp,expected_value_fp,match_fp,predicted_value_cp,final_value_cp,expected_value_cp,match_cp
23,588458,93,"InChI=1S/C19H15ClN2O5/c1-25-10-7-8-14(26-2)13(9-10)22-18(23)15-16(21-27-17(15)19(22)24)11-5-3-4-6-12(11)20/h3-9,15,17H,1-2H3/t15-,17+/m1/s1",0.03931052,0,1.0,False,0.4420382,1,1.0,True
24,588458,116,"InChI=1S/C12H12Cl2N2O/c1-9-15-11(13)12(14)16(9)7-8-17-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",0.024512745,0,0.0,True,0.43394107,1,0.0,False
25,588458,298,"InChI=1S/C26H28N2O8/c1-15(2)12-21(27-25(31)36-26(3,4)5)24(30)35-18-10-11-19-22(13-18)34-14-20(23(19)29)16-6-8-17(9-7-16)28(32)33/h6-11,13-15,21H,12H2,1-5H3,(H,27,31)",0.07084438,0,0.0,True,0.32500225,0,0.0,True
26,588458,72,"InChI=1S/C24H21N3O3/c1-16-3-7-18(8-4-16)23-26-27-24(30-23)19-9-11-20(12-10-19)25-22(28)15-17-5-13-21(29-2)14-6-17/h3-14H,15H2,1-2H3,(H,25,28)",0.35467213,1,1.0,True,0.5057962,1,1.0,True
27,588458,82,"InChI=1S/C25H24N4O6/c1-14(2)12-29-22(26)21(23(31)28(3)25(29)33)19(30)13-35-24(32)16-11-18(20-9-6-10-34-20)27-17-8-5-4-7-15(16)17/h4-11,14H,12-13,26H2,1-3H3",0.29000852,1,1.0,True,0.42311808,1,1.0,True
28,588458,211,"InChI=1S/C20H24BrN3O4S/c1-14-12-15(21)13-18(19(14)28-2)20(25)22-16-4-6-17(7-5-16)23-8-10-24(11-9-23)29(3,26)27/h4-7,12-13H,8-11H2,1-3H3,(H,22,25)",0.11538943,0,0.0,True,0.41714364,1,0.0,False
29,588458,39,"InChI=1S/C14H12N4O2S/c1-8-10(7-11-12(19)16-14(21)15-11)13(20)18(17-8)9-5-3-2-4-6-9/h2-7,10H,1H3,(H2,15,16,19,21)/b11-7-",0.3653128,1,1.0,True,0.36796248,1,1.0,True
30,588458,157,"InChI=1S/C17H17NO3/c1-10-15(19)11(9-18(2)3)8-14-12-6-4-5-7-13(12)17(20)21-16(10)14/h4-8,19H,9H2,1-3H3",0.60871655,1,0.0,False,0.50455195,1,0.0,False
31,588458,438,"InChI=1S/C12H11N3OS/c1-3-11(16-6-1)9-17-8-10-7-15-5-2-4-13-12(15)14-10/h1-7H,8-9H2",0.42700273,1,0.0,False,0.38899383,1,0.0,False
32,588458,73,"InChI=1S/C17H18N2O3S3/c1-4-22-16(21)14-10(2)11(3)25-15(14)19-17(23)18-13(20)8-7-12-6-5-9-24-12/h5-9H,4H2,1-3H3,(H2,18,19,20,23)/b8-7+",0.0740552,0,1.0,False,0.43895364,1,1.0,True
33,588458,333,"InChI=1S/C20H20N2O4/c1-2-25-20(24)17-12-18-16(9-11-26-18)22(17)13-19(23)21-10-5-7-14-6-3-4-8-15(14)21/h3-4,6,8-9,11-12H,2,5,7,10,13H2,1H3",0.06032868,0,0.0,True,0.42410251,1,0.0,False
34,588458,137,"InChI=1S/C18H19NO4S/c1-21-13-9-7-12(8-10-13)19-16(20)11-24-18(19)14-5-4-6-15(22-2)17(14)23-3/h4-10,18H,11H2,1-3H3",0.15385501,0,0.0,True,0.37145934,1,0.0,False
35,588458,314,"InChI=1S/C31H38N4O6/c1-30(2,3)40-28(38)22(17-20-13-9-7-10-14-20)34-26(36)24-25(33-19-32-24)27(37)35-23(29(39)41-31(4,5)6)18-21-15-11-8-12-16-21/h7-16,19,22-23H,17-18H2,1-6H3,(H,32,33)(H,34,36)(H,35,37)/t22-,23-/m0/s1",0.033038463,0,0.0,True,0.39411747,1,0.0,False
36,588458,425,"InChI=1S/C28H31N3O4/c1-20-6-2-3-11-25(20)35-19-22(32)18-30-14-12-29(13-15-30)16-17-31-27(33)23-9-4-7-21-8-5-10-24(26(21)23)28(31)34/h2-11,22,32H,12-19H2,1H3",0.05402861,0,0.0,True,0.18003437,0,0.0,True
37,588458,76,"InChI=1S/C24H29NO3/c1-18(2)21(23-11-7-15-28-23)12-13-25-24(26)17-20(22-10-6-14-27-22)16-19-8-4-3-5-9-19/h3-11,14-15,18,20-21H,12-13,16-17H2,1-2H3,(H,25,26)",0.20065542,0,1.0,False,0.33689484,0,1.0,False
38,588458,375,"InChI=1S/C15H18N4OS/c1-10(8-20-2)17-15-19-18-14(9-21-15)12-7-16-13-6-4-3-5-11(12)13/h3-7,10,16H,8-9H2,1-2H3,(H,17,19)",0.11244401,0,0.0,True,0.49199906,1,0.0,False
39,588458,237,"InChI=1S/C20H23NO4/c1-13-16-10-19(23-3)18(22-2)9-15(16)6-7-21(13)11-14-4-5-17-20(8-14)25-12-24-17/h4-5,8-10,13H,6-7,11-12H2,1-3H3",0.04243687,0,0.0,True,0.43030593,1,0.0,False
40,588458,238,"InChI=1S/C17H17N9S/c1-25(2)16-20-14(19-15(18)21-16)10-27-17-22-23-24-26(17)13-9-5-7-11-6-3-4-8-12(11)13/h3-9H,10H2,1-2H3,(H2,18,19,20,21)",0.10415039,0,0.0,True,0.39629102,1,0.0,False
41,588458,442,"InChI=1S/C19H14N2O/c1-13-17-8-4-5-9-18(17)19(22)21(20-13)16-11-10-14-6-2-3-7-15(14)12-16/h2-12H,1H3",0.6510957,1,0.0,False,0.47901198,1,0.0,False
42,588458,113,"InChI=1S/C23H22N2O2/c26-23(16-22-21-9-5-4-6-17(21)14-15-24-22)25-18-10-12-20(13-11-18)27-19-7-2-1-3-8-19/h1-13,22,24H,14-16H2,(H,25,26)",0.13068146,0,0.0,True,0.43682864,1,0.0,False
43,588458,446,"InChI=1S/C16H16N2O3/c1-11(19)17-12-6-5-7-13(10-12)18-16(20)14-8-3-4-9-15(14)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)",0.19999717,0,0.0,True,0.44807512,1,0.0,False
44,588458,229,"InChI=1S/C22H20ClN3O5/c1-30-14-7-8-16-13(10-14)11-15(22(23)24-16)18-12-17(19-4-3-9-31-19)25-26(18)20(27)5-2-6-21(28)29/h3-4,7-11,18H,2,5-6,12H2,1H3,(H,28,29)",0.039986473,0,0.0,True,0.4191271,1,0.0,False
45,588458,364,"InChI=1S/C16H21N3O2S/c1-2-21-12-8-9-13-14(10-12)22-16(18-13)19-15(20)17-11-6-4-3-5-7-11/h8-11H,2-7H2,1H3,(H2,17,18,19,20)",0.022664303,0,0.0,True,0.30949607,0,0.0,True
46,588458,101,"InChI=1S/C19H19N3O3/c1-13-9-16-10-15(5-8-18(16)21(13)2)12-20-19(23)11-14-3-6-17(7-4-14)22(24)25/h3-10H,11-12H2,1-2H3,(H,20,23)",0.08783943,0,1.0,False,0.3881729,1,1.0,True
47,588458,441,"InChI=1S/C24H34N4O4S/c1-3-27(4-2)7-8-28(24(33)25-15-19-6-5-9-30-19)16-18-12-17-13-21-22(32-11-10-31-21)14-20(17)26-23(18)29/h12-14,19H,3-11,15-16H2,1-2H3,(H,25,33)(H,26,29)",0.082667254,0,0.0,True,0.45057306,1,0.0,False
48,588458,78,"InChI=1S/C17H21N3O3S2/c1-4-19(5-2)13-6-7-14(12(3)10-13)18-16(21)11-25-15-8-9-24-17(15)20(22)23/h6-10H,4-5,11H2,1-3H3,(H,18,21)",0.2611567,1,1.0,True,0.46466523,1,1.0,True
49,588458,33,"InChI=1S/C15H16N4OS3/c1-3-19(4-2)11(20)8-22-15-14-13(16-9-17-15)12(18-23-14)10-6-5-7-21-10/h5-7,9H,3-4,8H2,1-2H3",0.19932677,0,1.0,False,0.37753305,1,1.0,True
50,588458,126,"InChI=1S/C15H19N3O2S/c1-10-7-18(8-11(2)20-10)9-14(19)17-15-16-12-5-3-4-6-13(12)21-15/h3-6,10-11H,7-9H2,1-2H3,(H,16,17,19)",0.082984895,0,0.0,True,0.353389,0,0.0,True
51,588458,373,"InChI=1S/C27H36N2O5S/c1-18-5-9-22(10-6-18)23-11-12-26-24(14-23)34-25(16-28(4)27(31)13-21-7-8-21)19(2)15-29(20(3)17-30)35(26,32)33/h5-6,9-12,14,19-21,25,30H,7-8,13,15-17H2,1-4H3/t19-,20+,25-/m1/s1",0.20141043,0,0.0,True,0.47286764,1,0.0,False
52,588458,277,"InChI=1S/C23H15F2N3O3S/c24-15-6-4-13(5-7-15)21-27-19-9-8-16(25)11-18(19)22(28-21)32-12-20(29)26-17-3-1-2-14(10-17)23(30)31/h1-11H,12H2,(H,26,29)(H,30,31)",0.5647092,1,0.0,False,0.49167797,1,0.0,False
53,588458,284,"InChI=1S/C20H18N2O5/c1-12-4-6-16(23)15(8-12)19(24)14-10-21-22(11-14)20(25)13-5-7-17(26-2)18(9-13)27-3/h4-11,23H,1-3H3",0.24442668,0,0.0,True,0.48308697,1,0.0,False
54,588458,11,"InChI=1S/C28H33N5O6S/c1-19-14-33(20(2)17-34)28(35)23-12-21(10-11-22-8-6-7-9-24(22)38-5)13-29-27(23)39-25(19)15-32(4)40(36,37)26-16-31(3)18-30-26/h6-9,12-13,16,18-20,25,34H,14-15,17H2,1-5H3/t19-,20+,25+/m0/s1",0.03379417,0,1.0,False,0.49924058,1,1.0,True
55,588458,392,"InChI=1S/C23H39N3O/c1-24-15-21(14-19-8-4-2-5-9-19)25-16-22(17-27)26-18-23(12-13-23)20-10-6-3-7-11-20/h3,6-7,10-11,19,21-22,24-27H,2,4-5,8-9,12-18H2,1H3/t21-,22+/m0/s1",0.079008915,0,0.0,True,0.4204373,1,0.0,False
56,588458,15,"InChI=1S/C19H17N3O4S/c1-10-7-14(9-16-17(24)21-19(27-16)20-12(3)23)11(2)22(10)15-6-4-5-13(8-15)18(25)26/h4-9H,1-3H3,(H,25,26)(H,20,21,23,24)/b16-9-",0.70782775,1,1.0,True,0.39659205,1,1.0,True
57,588458,290,"InChI=1S/C29H37N3O5/c1-31(2)23-11-9-20(10-12-23)17-21-7-6-8-24(27(21)32-13-15-37-16-14-32)29(33)30-22-18-25(34-3)28(36-5)26(19-22)35-4/h9-12,17-19H,6-8,13-16H2,1-5H3,(H,30,33)/b21-17-",0.07140348,0,0.0,True,0.22549587,0,0.0,True
58,588458,132,InChI=1S/C14H8N2O4/c17-14-11-6-1-2-7-12(11)15-13(20-14)9-4-3-5-10(8-9)16(18)19/h1-8H,0.6385016,1,0.0,False,0.49809417,1,0.0,False
59,588458,0,"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1",0.51883346,1,1.0,True,0.4612993,1,1.0,True
60,588458,19,"InChI=1S/C19H17NO5/c1-20(2)14-5-3-4-12(8-14)19(23)24-11-13-9-18(22)25-17-10-15(21)6-7-16(13)17/h3-10,21H,11H2,1-2H3",0.2551877,1,1.0,True,0.47937793,1,1.0,True
61,588458,286,"InChI=1S/C18H16N2O5S/c1-24-13-7-10(8-14(25-2)16(13)22)9-15-17(23)20-18(26-15)19-11-3-5-12(21)6-4-11/h3-9,21-22H,1-2H3,(H,19,20,23)/b15-9-",0.21534593,0,0.0,True,0.5606447,1,0.0,False
62,588458,360,"InChI=1S/C20H25NO3S/c1-14-5-8-17(9-6-14)25-15(2)20(22)21-12-11-16-7-10-18(23-3)19(13-16)24-4/h5-10,13,15H,11-12H2,1-4H3,(H,21,22)",0.07274485,0,0.0,True,0.35803947,0,0.0,True
63,588458,56,"InChI=1S/C20H15N3O4S/c1-25-14-8-6-13(7-9-14)15(24)12-28-20-21-18(16-4-2-10-26-16)19(22-23-20)17-5-3-11-27-17/h2-11H,12H2,1H3",0.25584128,1,1.0,True,0.37058726,1,1.0,True
64,588458,185,"InChI=1S/C14H16ClN3OS/c1-14(2,3)11-8-20-13(16-11)18-17-12(19)9-4-6-10(15)7-5-9/h4-8H,1-3H3,(H,16,18)(H,17,19)",0.119829424,0,0.0,True,0.45979053,1,0.0,False
65,588458,433,InChI=1S/C12H6Cl3N5/c13-9-4-3-7(6-10(9)14)20-18-12(17-19-20)8-2-1-5-16-11(8)15/h1-6H,0.05676974,0,0.0,True,0.35998648,0,0.0,True
66,588458,294,"InChI=1S/C22H23N3O5/c1-22(10-9-15-5-3-2-4-6-15)20(27)25(21(28)24-22)14-19(26)23-16-7-8-17-18(13-16)30-12-11-29-17/h2-8,13H,9-12,14H2,1H3,(H,23,26)(H,24,28)",0.43195868,1,0.0,False,0.32745585,0,0.0,True
67,588458,231,"InChI=1S/C15H15ClN2O3/c16-12-10-11(17-15(19)14-2-1-7-21-14)3-4-13(12)18-5-8-20-9-6-18/h1-4,7,10H,5-6,8-9H2,(H,17,19)",0.2603486,1,0.0,False,0.4449507,1,0.0,False
68,588458,278,"InChI=1S/C17H17N3O5/c1-11-7-8-13(9-14(11)20(22)23)17(21)25-19-16(18)10-12-5-3-4-6-15(12)24-2/h3-9H,10H2,1-2H3,(H2,18,19)",0.12463716,0,0.0,True,0.4406095,1,0.0,False
69,588458,379,"InChI=1S/C24H19F4N5O/c25-17-8-6-15(7-9-17)18-12-21(24(26,27)28)33-22(30-18)13-19(31-33)23(34)32-11-2-1-5-20(32)16-4-3-10-29-14-16/h3-4,6-10,12-14,20H,1-2,5,11H2",0.032983784,0,0.0,True,0.32048842,0,0.0,True
70,588458,25,"InChI=1S/C15H12ClN3O2S/c1-2-13-18-19-15(22-13)17-14(20)12-8-7-11(21-12)9-3-5-10(16)6-4-9/h3-8H,2H2,1H3,(H,17,19,20)",0.278798,1,1.0,True,0.41462108,1,1.0,True
71,588458,351,"InChI=1S/C17H27N3O2S/c1-4-20(17(23)18-10-7-11-19(2)3)12-14-13-21-15-8-5-6-9-16(15)22-14/h5-6,8-9,14H,4,7,10-13H2,1-3H3,(H,18,23)",0.020434184,0,0.0,True,0.34781802,0,0.0,True
72,588458,196,"InChI=1S/C15H14N2O5S/c1-10(11-5-3-2-4-6-11)16-13(18)9-22-15(19)12-7-8-14(23-12)17(20)21/h2-8,10H,9H2,1H3,(H,16,18)",0.112506025,0,0.0,True,0.44437972,1,0.0,False
73,588458,275,"InChI=1S/C19H16N4O2S/c1-12-7-8-14-16(11-12)26-19(20-14)21-18(25)15-9-10-17(24)23(22-15)13-5-3-2-4-6-13/h2-8,11H,9-10H2,1H3,(H,20,21,25)",0.6998777,1,0.0,False,0.44438213,1,0.0,False
74,588458,42,"InChI=1S/C24H22N6O2S/c1-16-6-10-18(11-7-16)22-24-27-23(20-4-2-3-5-21(20)30(24)29-28-22)26-15-14-17-8-12-19(13-9-17)33(25,31)32/h2-13H,14-15H2,1H3,(H,26,27)(H2,25,31,32)",0.109225884,0,1.0,False,0.34277955,0,1.0,False
75,588458,173,"InChI=1S/C20H16N2O3S2/c1-24-13-8-9-15(16(10-13)25-2)22-19(23)14-11-17(12-6-4-3-5-7-12)27-18(14)21-20(22)26/h3-11H,1-2H3,(H,21,26)",0.15196563,0,0.0,True,0.5208585,1,0.0,False
76,588458,408,"InChI=1S/C27H27N3O3S/c1-2-5-19-8-12-21(13-9-19)26-18-24(23-6-3-4-7-25(23)30-26)27(31)29-17-16-20-10-14-22(15-11-20)34(28,32)33/h3-4,6-15,18H,2,5,16-17H2,1H3,(H,29,31)(H2,28,32,33)",0.04859531,0,0.0,True,0.3680806,1,0.0,False
77,588458,220,"InChI=1S/C22H20FN3O3S/c23-18-6-10-20(11-7-18)30(28,29)26-15-13-25(14-16-26)22(27)12-9-19-8-5-17-3-1-2-4-21(17)24-19/h1-12H,13-16H2/b12-9+",0.02493645,0,0.0,True,0.3657791,0,0.0,True
78,588458,261,InChI=1S/C13H8FNOS/c14-10-5-3-9(4-6-10)11-8-15-13(16-11)12-2-1-7-17-12/h1-8H,0.28380474,1,0.0,False,0.385832,1,0.0,False
79,588458,287,"InChI=1S/C20H23N3O2S/c1-14-3-8-18(15(2)13-14)19(24)22-20(26)21-16-4-6-17(7-5-16)23-9-11-25-12-10-23/h3-8,13H,9-12H2,1-2H3,(H2,21,22,24,26)",0.2531791,1,0.0,False,0.35712358,0,0.0,True
80,588458,336,"InChI=1S/C16H16ClN3O3S/c1-10-8-11-4-2-3-5-14(11)20(10)19-16(21)12-6-7-13(17)15(9-12)24(18,22)23/h2-7,9-10H,8H2,1H3,(H,19,21)(H2,18,22,23)",0.024414515,0,0.0,True,0.47797546,1,0.0,False
81,588458,22,"InChI=1S/C22H16N2O5S/c1-28-18-9-5-4-8-16(18)24-20(25)19(30-22(24)23)12-13-10-11-17(29-13)14-6-2-3-7-15(14)21(26)27/h2-12,23H,1H3,(H,26,27)/b19-12-,23-22?",0.6209027,1,1.0,True,0.3786783,1,1.0,True
82,588458,46,"InChI=1S/C18H10N4O2/c23-17-15-16(21-18(24)22-17)20-14-12-8-4-2-6-10(12)9-5-1-3-7-11(9)13(14)19-15/h1-8H,(H2,20,21,22,23,24)",0.47549254,1,1.0,True,0.47582728,1,1.0,True
83,588458,427,"InChI=1S/C18H15N3O2S/c1-10-15(11(2)23-21-10)17(22)20-18-14(9-19)16(12(3)24-18)13-7-5-4-6-8-13/h4-8H,1-3H3,(H,20,22)",0.1995831,0,0.0,True,0.46471092,1,0.0,False
84,588458,443,"InChI=1S/C21H22BrN3OS/c1-13-3-8-18-16(11-13)17-12-24(2)10-9-19(17)25(18)21(27)23-20(26)14-4-6-15(22)7-5-14/h3-8,11,17,19H,9-10,12H2,1-2H3,(H,23,26,27)",0.07141926,0,0.0,True,0.31751642,0,0.0,True
85,588458,439,"InChI=1S/C13H13N3O3/c1-9-7-14-16(8-9)13(18)15-11-6-4-3-5-10(11)12(17)19-2/h3-8H,1-2H3,(H,15,18)",0.05512627,0,0.0,True,0.47795308,1,0.0,False
86,588458,367,"InChI=1S/C20H16N4O3S/c1-26-15-9-7-14(8-10-15)19-23-18(27-24-19)12-28-20-21-16(11-17(25)22-20)13-5-3-2-4-6-13/h2-11H,12H2,1H3,(H,21,22,25)",0.120586924,0,0.0,True,0.45181352,1,0.0,False
87,588458,57,"InChI=1S/C16H17N3O4S/c1-3-23-15(22)11-4-6-12(7-5-11)18-14(21)9-24-16-17-10(2)8-13(20)19-16/h4-8H,3,9H2,1-2H3,(H,18,21)(H,17,19,20)",0.124325626,0,1.0,False,0.4301134,1,1.0,True
88,588458,429,"InChI=1S/C15H26N2OS/c18-14(16-12-8-4-1-2-5-9-12)15(19)17-13-10-6-3-7-11-13/h12-13H,1-11H2,(H,16,18)(H,17,19)",0.14993712,0,0.0,True,0.46312383,1,0.0,False
89,588458,24,"InChI=1S/C18H25NO5S2/c1-12(2)9-19(14-6-7-26(22,23)11-14)17(20)10-24-18(21)16-8-13-4-3-5-15(13)25-16/h8,12,14H,3-7,9-11H2,1-2H3",0.0238039,0,1.0,False,0.37964687,1,1.0,True
90,588334,585,"InChI=1S/C19H13FN2O2S/c20-13-5-3-4-12(10-13)17-21-14(11-25-17)8-9-22-18(23)15-6-1-2-7-16(15)19(22)24/h1-7,10-11H,8-9H2",0.10159969,1,0.0,False,0.4519928,1,0.0,False
91,588334,822,"InChI=1S/C10H11BrO5/c1-15-8-3-6(4-12)2-7(11)10(8)16-5-9(13)14/h2-3,12H,4-5H2,1H3,(H,13,14)",0.07080574,1,0.0,False,0.36690366,0,0.0,True
92,588334,92,"InChI=1S/C10H11NO4/c12-9-2-1-8(7-15-9)10(13)11-3-5-14-6-4-11/h1-2,7H,3-6H2",0.092344835,1,0.0,False,0.47817978,1,0.0,False
93,588334,844,"InChI=1S/C18H14N6O3/c1-23-16(15(10-19-23)24(26)27)18(25)20-12-8-6-11(7-9-12)17-21-13-4-2-3-5-14(13)22-17/h2-10H,1H3,(H,20,25)(H,21,22)",0.033026773,0,0.0,True,0.34958443,0,0.0,True
94,588334,506,"InChI=1S/C16H14N4OS/c1-21-13-5-2-11(3-6-13)19-16(22)20-12-4-7-14-15(10-12)18-9-8-17-14/h2-10H,1H3,(H2,19,20,22)",0.53353053,1,1.0,True,0.33929375,0,1.0,False
95,588334,647,"InChI=1S/C11H12N2O3/c1-6(14)12-10-8-5-7(16-2)3-4-9(8)13-11(10)15/h3-5,13,15H,1-2H3,(H,12,14)",0.08419985,1,0.0,False,0.3999423,0,0.0,True
96,588334,954,"InChI=1S/C18H20FNO3/c19-14-5-3-13(4-6-14)17-9-7-15(8-10-18(21)22)20(17)12-16-2-1-11-23-16/h3-7,9,16H,1-2,8,10-12H2,(H,21,22)",0.20115961,1,0.0,False,0.4276978,1,0.0,False
97,588334,920,"InChI=1S/C16H13N3O2S/c1-10-4-6-11(7-5-10)19-14(13-3-2-8-21-13)18-15(20)12(9-17)16(19)22/h2-8,14,22H,1H3,(H,18,20)",0.022121977,0,0.0,True,0.43786126,1,0.0,False
